2.002423999999999982e+00 2.312199999999999811e+00 -5.128489999999999993e-01 0.000000000000000000e+00
2.002423999999999982e+00 2.312199999999999811e+00 5.177829999999999933e-01 0.000000000000000000e+00
3.094322000000000017e+00 3.694671000000000038e+00 -4.865959999999999730e-01 0.000000000000000000e+00
3.094322000000000017e+00 3.694671000000000038e+00 4.912770000000000192e-01 0.000000000000000000e+00
4.186220999999999748e+00 5.077141000000000126e+00 -4.603419999999999734e-01 0.000000000000000000e+00
4.186220999999999748e+00 5.077141000000000126e+00 4.647709999999999897e-01 0.000000000000000000e+00
5.278119000000000227e+00 6.459611999999999910e+00 -4.340890000000000026e-01 0.000000000000000000e+00
5.278119000000000227e+00 6.459611999999999910e+00 4.382650000000000157e-01 0.000000000000000000e+00
6.370016999999999818e+00 7.842082000000000441e+00 -4.078350000000000031e-01 0.000000000000000000e+00
6.370016999999999818e+00 7.842082000000000441e+00 4.117589999999999861e-01 0.000000000000000000e+00
7.461916000000000437e+00 9.224553000000000225e+00 -3.815819999999999768e-01 0.000000000000000000e+00
7.461916000000000437e+00 9.224553000000000225e+00 3.852530000000000121e-01 0.000000000000000000e+00
8.553813999999999140e+00 1.060702299999999987e+01 -3.553279999999999772e-01 0.000000000000000000e+00
8.553813999999999140e+00 1.060702299999999987e+01 3.587469999999999826e-01 0.000000000000000000e+00
9.645713000000000648e+00 1.198949400000000054e+01 -3.290750000000000064e-01 0.000000000000000000e+00
9.645713000000000648e+00 1.198949400000000054e+01 3.322410000000000085e-01 0.000000000000000000e+00
1.073761099999999935e+01 1.337196499999999943e+01 -3.028219999999999801e-01 0.000000000000000000e+00
1.073761099999999935e+01 1.337196499999999943e+01 3.057349999999999790e-01 0.000000000000000000e+00
1.182950899999999983e+01 1.475443500000000085e+01 -2.765679999999999805e-01 0.000000000000000000e+00
1.182950899999999983e+01 1.475443500000000085e+01 2.792290000000000050e-01 0.000000000000000000e+00
1.292140799999999956e+01 1.613690599999999975e+01 -2.503150000000000097e-01 0.000000000000000000e+00
1.292140799999999956e+01 1.613690599999999975e+01 2.527229999999999754e-01 0.000000000000000000e+00
1.401330600000000004e+01 1.751937600000000117e+01 -2.240610000000000102e-01 0.000000000000000000e+00
1.401330600000000004e+01 1.751937600000000117e+01 2.262170000000000014e-01 0.000000000000000000e+00
1.510520499999999977e+01 1.890184700000000007e+01 -1.978080000000000116e-01 0.000000000000000000e+00
1.510520499999999977e+01 1.890184700000000007e+01 1.997109999999999996e-01 0.000000000000000000e+00
1.619710299999999847e+01 2.028431700000000149e+01 -1.715540000000000120e-01 0.000000000000000000e+00
1.619710299999999847e+01 2.028431700000000149e+01 1.732049999999999979e-01 0.000000000000000000e+00
1.728900099999999895e+01 2.166678800000000038e+01 -1.453010000000000135e-01 0.000000000000000000e+00
1.728900099999999895e+01 2.166678800000000038e+01 1.466989999999999961e-01 0.000000000000000000e+00
1.838090000000000046e+01 2.304925899999999928e+01 -1.190470000000000000e-01 0.000000000000000000e+00
1.838090000000000046e+01 2.304925899999999928e+01 1.201929999999999943e-01 0.000000000000000000e+00
1.947279800000000094e+01 2.443172900000000070e+01 -9.279400000000000148e-02 0.000000000000000000e+00
1.947279800000000094e+01 2.443172900000000070e+01 9.368700000000000638e-02 0.000000000000000000e+00
2.056469699999999889e+01 2.581419999999999959e+01 -6.654000000000000192e-02 0.000000000000000000e+00
2.056469699999999889e+01 2.581419999999999959e+01 6.718100000000000460e-02 0.000000000000000000e+00
6.007272000000000389e+00 0.000000000000000000e+00 -1.508140000000000036e-01 0.000000000000000000e+00
6.007272000000000389e+00 0.000000000000000000e+00 3.842360000000000220e-01 0.000000000000000000e+00
6.894155999999999729e+00 1.500834999999999919e+00 -1.430939999999999990e-01 0.000000000000000000e+00
6.894155999999999729e+00 1.500834999999999919e+00 3.645669999999999744e-01 0.000000000000000000e+00
7.781041000000000096e+00 3.001670999999999978e+00 -1.353729999999999933e-01 0.000000000000000000e+00
7.781041000000000096e+00 3.001670999999999978e+00 3.448970000000000091e-01 0.000000000000000000e+00
8.667925999999999576e+00 4.502506000000000341e+00 -1.276529999999999887e-01 0.000000000000000000e+00
8.667925999999999576e+00 4.502506000000000341e+00 3.252280000000000171e-01 0.000000000000000000e+00
9.554811000000000831e+00 6.003340999999999816e+00 -1.199329999999999979e-01 0.000000000000000000e+00
9.554811000000000831e+00 6.003340999999999816e+00 3.055579999999999963e-01 0.000000000000000000e+00
1.044169499999999928e+01 7.504176000000000180e+00 -1.122120000000000062e-01 0.000000000000000000e+00
1.044169499999999928e+01 7.504176000000000180e+00 2.858879999999999755e-01 0.000000000000000000e+00
1.132858000000000054e+01 9.005012000000000683e+00 -1.044920000000000015e-01 0.000000000000000000e+00
1.132858000000000054e+01 9.005012000000000683e+00 2.662189999999999834e-01 0.000000000000000000e+00
1.221546500000000002e+01 1.050584699999999927e+01 -9.677199999999999691e-02 0.000000000000000000e+00
